Gender,Geographic Region,Loyalty Status,Neigborhood Cluster-55 Level,Neighborhood Cluster-7 Level,Television Region,Affluence Grade,Age,Loyalty Card Tenure,ORGANICS
F,Scottish,Gold,23.0,C,Border,11,75,2,0
F,South East,Silver,22.0,C,London,6,41,6,0
F,North,Tin,27.193651677572046,C,Yorkshire,5,59,9,0
M,North,Silver,22.0,C,N West,6,48,10,0
F,Midlands,Silver,28.0,D,Midlands,8,62,6,0
M,North,Silver,22.0,C,N West,9,36,5,1
F,North,Tin,25.0,C,N West,4,36,5,0
F,North,Tin,53.0,F,N West,12,53,4,1
F,South East,Tin,41.0,E,S & S East,6,40,8,1
F,South East,Gold,27.0,D,London,13,44,2,0
F,Midlands,Gold,52.0,F,Wales & West,5,73,2,0
M,Midlands,Platinum,49.0,F,Wales & West,11,64,8,0
F,Midlands,Tin,24.0,C,Wales & West,8,53,5,0
M,North,Silver,17.0,C,N East,4,38,10,1
F,South West,Gold,16.0,C,S West,12,53,1,1
F,North,Platinum,8.0,B,N West,9,76,1,0
M,North,Tin,20.0,C,N West,7,46,8,1
F,South East,Tin,24.0,C,S & S East,6,74,7,1
F,Midlands,Tin,16.0,C,Midlands,10,54,8,0
F,South East,Gold,38.0,E,London,6,73,2,0
M,South East,Tin,30.0,D,S & S East,9,67,9,0
F,Midlands,Tin,23.0,C,Midlands,11,65,8,0
M,Midlands,Tin,25.0,C,Midlands,12,40,5,1
M,South East,Tin,38.0,E,London,8,48,4,0
F,South East,Gold,44.0,E,London,9,58,4,1
F,South East,Silver,52.0,F,London,7,53,5,0
F,South East,Gold,10.0,B,London,5,63,5,0
F,South West,Silver,23.0,C,S West,8,49,8,0
F,South East,Silver,24.0,C,S & S East,6,64,9,1
M,Midlands,Silver,47.0,F,Midlands,6,67,7,0
F,South West,Tin,51.0,F,S West,12,44,5,0
F,South East,Silver,34.0,D,London,15,39,11,1
M,North,Silver,25.0,C,N West,11,65,2,0
F,Midlands,Silver,2.0,A,Midlands,7,36,4,1
F,Midlands,Tin,27.193651677572046,A,Wales & West,11,63,11,0
F,South East,Gold,27.193651677572046,A,London,7,78,1,0
F,Midlands,Silver,38.0,E,East,9,36,10,1
F,Midlands,Gold,3.0,A,Wales & West,12,68,9,0
F,Midlands,Tin,27.0,D,Wales & West,7,51,5,0
M,Midlands,Silver,53.0,F,East,11,59,4,0
F,Midlands,Silver,53.0,F,East,5,46,8,0
F,Midlands,Gold,16.0,C,Midlands,9,74,7,0
F,South East,Silver,26.0,C,London,10,35,6,1
F,Midlands,Tin,27.193651677572046,C,Ulster,8,39,6,1
F,North,Gold,35.0,D,N East,11,61,4,0
F,South East,Silver,28.0,D,London,12,71,4,0
F,South East,Gold,19.0,C,S & S East,6,68,2,1
M,South East,Gold,20.0,C,London,10,57,9,0
F,South East,Tin,25.0,C,London,13,34,7,1
F,Midlands,Platinum,16.0,C,Midlands,10,61,3,1
F,South East,Tin,37.0,E,S & S East,13,64,6,1
F,North,Silver,4.0,A,N East,10,60,8,0
F,North,Silver,8.0,B,Yorkshire,10,63,14,1
M,South East,Tin,27.193651677572046,B,London,11,50,4,0
F,Midlands,Gold,55.0,U,Midlands,5,69,4,0
M,South East,Silver,35.0,D,London,12,58,10,0
M,Midlands,Gold,27.193651677572046,D,Ulster,8,46,12,0
F,Midlands,Gold,11.0,B,East,12,49,2,0
F,Midlands,Platinum,16.0,C,Wales & West,9,53,8,1
M,South East,Silver,3.0,A,London,7,31,8,0
M,Midlands,Gold,53.0,F,Midlands,11,34,5,0
F,Midlands,Silver,52.0,F,Midlands,7,73,9,0
F,South East,Silver,52.0,F,London,4,60,9,0
M,South East,Silver,20.0,C,London,9,33,1,0
M,South East,Tin,14.0,B,London,8,43,4,0
F,South East,Platinum,25.0,C,London,11,66,3,0
F,Midlands,Platinum,8.0,B,East,13,68,4,1
F,Midlands,Tin,45.0,E,Wales & West,6,38,4,0
F,North,Gold,27.193651677572046,E,Yorkshire,9,51,4,0
M,North,Platinum,1.0,A,N East,6,79,14,0
F,South East,Silver,55.0,U,London,6,54,9,0
F,South West,Silver,27.0,D,S West,8,53,9,0
F,South East,Gold,14.0,B,London,9,56,2,0
M,South East,Gold,10.0,B,London,9,45,1,0
M,South East,Silver,29.0,D,London,11,39,5,0
M,Midlands,Silver,24.0,C,East,13,53,5,0
M,Midlands,Silver,27.193651677572046,C,Ulster,8,42,9,0
F,Midlands,Silver,44.0,E,Wales & West,7,69,7,0
F,Midlands,Silver,35.0,D,Midlands,7,54,9,0
F,Midlands,Tin,18.0,C,Midlands,7,50,5,0
F,Midlands,Tin,51.0,F,Wales & West,6,42,5,0
F,South East,Silver,8.0,B,S & S East,15,70,5,0
F,Midlands,Tin,53.0,F,Midlands,15,29,5,1
F,Midlands,Silver,27.193651677572046,F,Midlands,9,54,10,1
F,South East,Tin,38.0,E,London,9,46,8,0
F,South East,Gold,8.0,B,London,4,51,3,0
F,South East,Gold,38.0,E,London,15,53,6,1
F,South East,Gold,32.0,D,London,9,64,7,1
F,South East,Silver,30.0,D,S & S East,6,68,9,0
F,North,Platinum,52.0,F,N West,7,53,10,0
M,Midlands,Tin,52.0,F,Midlands,4,31,5,1
M,South East,Silver,14.0,B,London,7,32,5,0
M,Midlands,Silver,32.0,D,Midlands,10,57,8,0
F,Midlands,Tin,34.0,D,Midlands,13,37,5,1
F,South East,Tin,52.0,F,London,6,31,8,0
F,South East,Tin,46.0,F,London,11,53,4,0
M,South East,Tin,18.0,C,S & S East,4,48,9,0
F,South East,Silver,4.0,A,London,9,49,5,0
M,Midlands,Silver,55.0,U,East,12,26,3,1
M,Midlands,Tin,9.0,B,East,7,50,8,0
M,North,Tin,27.0,D,Yorkshire,5,66,9,0
M,South West,Gold,8.0,B,S West,4,33,5,0
F,South East,Gold,14.0,B,London,8,45,4,0
F,Midlands,Silver,12.0,B,Midlands,7,69,5,0
F,Midlands,Silver,38.0,E,East,5,67,3,0
F,North,Tin,24.0,C,Yorkshire,15,53,9,1
F,North,Tin,35.0,D,Yorkshire,5,53,4,0
F,North,Gold,8.0,B,N West,13,58,2,1
F,Midlands,Silver,19.0,C,Midlands,8,53,5,0
F,Midlands,Silver,18.0,C,East,6,53,8,0
F,South East,Tin,32.0,D,London,13,36,5,0
M,South East,Silver,1.0,A,London,15,71,5,1
M,Scottish,Silver,27.0,D,C Scotland,11,37,5,0
F,South East,Silver,38.0,E,S & S East,14,62,4,0
F,South East,Silver,6.0,B,S & S East,6,76,6,0
F,Midlands,Tin,38.0,E,East,6,53,5,0
F,North,Tin,37.0,E,N West,6,60,11,0
F,Scottish,Tin,8.0,B,C Scotland,9,55,6,1
M,Midlands,Silver,1.0,A,Midlands,8,53,1,0
M,Midlands,Gold,11.0,B,East,9,78,6,0
M,Scottish,Silver,24.0,C,C Scotland,6,53,2,0
M,South East,Gold,36.0,E,S & S East,5,64,2,0
M,South East,Gold,27.0,D,London,8,59,4,0
F,North,Tin,24.0,C,Yorkshire,11,46,5,0
M,North,Tin,10.0,B,N West,15,41,5,1
F,South East,Silver,27.0,D,S & S East,9,42,1,0
F,South West,Gold,27.0,D,S West,14,67,2,1
F,South East,Platinum,38.0,E,London,12,68,3,0
M,Midlands,Gold,49.0,F,Wales & West,8,60,6,0
F,South East,Silver,8.0,B,S & S East,10,63,8,0
F,Midlands,Gold,51.0,F,East,5,69,13,0
F,South East,Tin,25.0,C,London,11,48,7,0
F,Midlands,Gold,8.0,B,Wales & West,10,71,6,0
F,South East,Silver,28.0,D,S & S East,8,53,5,0
F,South East,Gold,37.0,E,S & S East,4,74,6,0
F,Midlands,Gold,52.0,F,Wales & West,9,59,7,0
F,South East,Silver,9.0,B,London,14,45,9,0
F,North,Silver,10.0,B,N East,9,72,14,0
F,South East,Gold,44.0,E,London,7,37,1,1
F,South East,Silver,35.0,D,London,4,52,3,0
M,Midlands,Silver,24.0,C,East,4,72,3,0
F,North,Tin,32.0,D,N West,11,53,5,0
F,South East,Gold,1.0,A,London,10,75,2,0
F,South East,Tin,19.0,C,London,4,51,5,0
F,Midlands,Tin,6.0,B,Wales & West,14,45,5,0
F,North,Silver,52.0,F,Yorkshire,6,53,4,0
F,South East,Tin,28.0,D,London,7,52,5,0
F,South East,Tin,21.0,C,London,7,45,8,0
F,South East,Gold,33.0,D,S & S East,12,37,6,1
F,South West,Platinum,42.0,E,S West,7,70,5,0
F,South East,Tin,44.0,E,London,8,32,4,0
F,Scottish,Silver,27.193651677572046,E,Border,10,47,1,0
F,Midlands,Tin,52.0,F,East,12,49,4,0
F,South East,Tin,52.0,F,London,13,38,7,1
F,South West,Gold,27.0,D,S West,12,63,9,0
F,North,Silver,38.0,E,N East,10,77,4,0
F,Midlands,Silver,23.0,C,Wales & West,4,55,1,0
M,Midlands,Silver,12.0,B,East,8,50,6,0
F,South East,Silver,30.0,D,S & S East,5,75,12,0
F,South East,Platinum,9.0,B,London,11,54,1,0
F,South East,Silver,26.0,C,London,14,39,6,1
F,North,Silver,4.0,A,N West,12,64,9,0
M,South East,Silver,8.0,B,London,5,42,5,0
M,Midlands,Gold,16.0,C,Wales & West,7,53,14,1
F,Scottish,Silver,10.0,B,C Scotland,13,57,2,1
F,North,Tin,35.0,D,Yorkshire,5,44,5,0
F,South East,Gold,6.0,B,S & S East,10,73,1,0
F,North,Gold,16.0,C,Yorkshire,13,35,2,1
F,South East,Gold,4.0,A,London,13,55,1,0
M,North,Gold,4.0,A,N West,8,77,14,0
M,South East,Silver,22.0,C,London,9,77,4,0
F,South East,Tin,10.0,B,S & S East,9,49,5,0
F,North,Gold,49.0,F,Yorkshire,5,73,1,0
F,South East,Silver,16.0,C,London,11,61,9,0
M,Midlands,Platinum,16.0,C,East,6,53,3,1
F,North,Gold,32.0,D,Yorkshire,6,56,10,0
M,North,Silver,4.0,A,N East,6,42,2,0
F,South West,Silver,23.0,C,S West,10,49,4,0
M,South East,Tin,23.0,C,S & S East,6,55,9,0
M,South East,Silver,5.0,B,S & S East,10,51,8,0
M,South East,Silver,30.0,D,S & S East,4,66,5,0
M,South West,Silver,27.0,D,S West,5,48,8,0
F,Midlands,Gold,14.0,B,Midlands,7,41,1,0
F,South East,Gold,6.0,B,S & S East,8,74,8,0
F,Midlands,Silver,24.0,C,Midlands,6,61,8,0
F,South West,Gold,11.0,B,S West,6,59,12,0
M,South East,Tin,51.0,F,London,9,59,8,0
F,Midlands,Tin,32.0,D,East,6,62,11,0
M,South East,Silver,9.0,B,London,5,61,6,0
M,Scottish,Silver,5.0,B,Border,9,61,9,0
F,South East,Silver,6.0,B,S & S East,7,53,6,0
F,Midlands,Silver,38.0,E,Midlands,10,56,4,1
F,South East,Platinum,27.193651677572046,E,S & S East,8,67,11,0
F,North,Tin,2.0,A,N East,4,45,9,0
M,Midlands,Tin,28.0,D,East,10,49,8,0
F,South East,Silver,30.0,D,S & S East,4,77,14,0
F,South East,Silver,53.0,F,S & S East,6,64,11,1
F,South East,Tin,18.0,C,London,7,51,8,0
F,North,Tin,3.0,A,N East,11,56,7,0
F,Midlands,Gold,34.0,D,Midlands,11,64,4,0
F,Midlands,Silver,50.0,F,Wales & West,7,68,5,0
M,South East,Tin,28.0,D,London,7,62,5,0
F,South East,Tin,29.0,D,London,7,45,5,0
F,North,Platinum,53.0,F,Yorkshire,9,69,5,1
F,South East,Tin,35.0,D,London,5,47,5,0
F,Midlands,Tin,52.0,F,East,6,36,8,0
F,South East,Tin,31.0,D,London,9,34,5,1
M,South East,Tin,21.0,C,London,9,50,8,0
M,South East,Silver,31.0,D,London,8,72,7,0
F,South West,Gold,43.0,E,S West,13,75,4,0
F,North,Gold,2.0,A,N East,4,61,8,0
F,North,Gold,49.0,F,Yorkshire,12,65,6,0
F,North,Tin,52.0,F,Yorkshire,11,60,8,0
F,South East,Tin,16.0,C,London,14,45,8,0
M,South East,Tin,22.0,C,London,14,52,4,0
F,Midlands,Gold,19.0,C,Midlands,8,62,3,0
F,Midlands,Gold,22.0,C,Midlands,8,64,6,1
M,Midlands,Silver,12.0,B,Midlands,10,63,12,0
F,Midlands,Gold,10.0,B,Wales & West,15,66,2,0
F,North,Tin,25.0,C,N West,5,37,5,0
F,Midlands,Silver,35.0,D,Midlands,8,47,5,0
F,Midlands,Silver,27.193651677572046,D,Wales & West,7,74,5,0
F,Midlands,Silver,30.0,D,Midlands,4,51,9,0
F,Midlands,Silver,47.0,F,East,7,59,9,0
M,South East,Tin,34.0,D,London,6,46,6,0
F,Midlands,Silver,16.0,C,Midlands,7,65,8,0
M,South East,Tin,48.0,F,London,11,31,5,1
M,North,Tin,18.0,C,N West,11,42,5,0
M,Midlands,Tin,49.0,F,East,10,43,8,0
M,South East,Silver,44.0,E,London,9,46,8,0
M,North,Silver,49.0,F,Yorkshire,5,67,1,0
M,Scottish,Gold,10.0,B,C Scotland,7,62,14,0
F,South East,Silver,44.0,E,S & S East,8,35,8,1
M,South East,Tin,41.0,E,London,12,53,5,0
M,Scottish,Gold,11.0,B,C Scotland,9,71,7,0
F,South East,Tin,19.0,C,London,7,43,5,0
M,South East,Gold,41.0,E,London,11,61,3,1
F,South East,Silver,18.0,C,S & S East,12,69,8,1
M,Scottish,Platinum,18.0,C,C Scotland,8,74,14,0
M,South East,Gold,52.0,F,London,8,62,8,0
M,South East,Tin,51.0,F,S & S East,13,44,5,0
F,North,Silver,53.0,F,N West,5,54,4,0
F,Midlands,Gold,41.0,E,Midlands,4,62,7,0
F,South East,Gold,4.0,A,London,9,78,11,0
F,South East,Silver,27.0,D,London,4,52,9,0
M,South East,Silver,44.0,E,S & S East,15,37,4,1
F,North,Gold,8.0,B,N West,8,76,4,0
F,South East,Gold,3.0,A,London,11,71,12,0
F,Midlands,Gold,28.0,D,Midlands,7,48,8,0
F,North,Tin,44.0,E,N East,7,47,4,0
M,Midlands,Tin,33.0,D,East,5,59,8,0
F,South East,Silver,52.0,F,London,5,53,6,0
F,Scottish,Tin,27.0,D,Border,7,53,5,0
F,South East,Silver,41.0,E,London,6,67,5,0
F,South East,Tin,8.0,B,S & S East,14,43,7,0
F,North,Tin,38.0,E,Yorkshire,15,41,5,1
F,North,Platinum,16.0,C,N East,4,50,2,0
M,South East,Tin,9.0,B,London,8,45,8,0
M,Midlands,Tin,8.0,B,East,8,59,8,0
F,North,Tin,46.0,F,Yorkshire,14,48,5,1
M,Midlands,Silver,15.0,B,East,9,75,7,0
F,Midlands,Gold,12.0,B,Midlands,7,76,2,1
F,South East,Silver,22.0,C,London,8,61,7,0
F,South East,Silver,35.0,D,London,9,44,1,1
F,South East,Tin,25.0,C,London,8,51,5,0
F,South East,Tin,52.0,F,London,9,51,5,0
F,South East,Tin,51.0,F,London,15,34,8,1
M,Midlands,Tin,34.0,D,Midlands,10,35,9,0
M,Midlands,Silver,27.193651677572046,D,Ulster,9,51,5,0
M,Midlands,Silver,53.0,F,Wales & West,5,62,14,0
F,South East,Silver,8.0,B,London,10,65,5,1
F,Midlands,Gold,43.0,E,East,9,54,8,0
F,South East,Gold,9.0,B,London,10,34,8,1
F,North,Silver,25.0,C,Yorkshire,13,64,7,1
F,South East,Tin,34.0,D,London,4,41,9,0
F,North,Tin,22.0,C,Yorkshire,8,66,9,0
F,South East,Silver,10.0,B,S & S East,15,61,5,0
F,South East,Gold,1.0,A,London,8,59,1,0
M,Midlands,Gold,22.0,C,Midlands,6,55,6,0
F,North,Silver,51.0,F,N East,10,46,11,1
F,South East,Silver,27.0,D,London,8,52,4,0
F,South East,Gold,8.0,B,S & S East,5,67,2,0
F,South East,Tin,25.0,C,London,6,40,5,0
M,Midlands,Tin,3.0,A,Midlands,6,51,7,0
F,South East,Silver,19.0,C,London,10,32,9,1
F,South East,Tin,27.193651677572046,C,S & S East,6,35,4,1
F,North,Silver,18.0,C,N East,11,53,5,0
F,North,Gold,16.0,C,N East,8,55,3,0
F,South East,Gold,8.0,B,S & S East,5,65,11,0
F,South East,Silver,28.0,D,London,8,61,14,0
F,North,Gold,2.0,A,N West,14,59,5,1
F,South East,Tin,25.0,C,London,6,58,9,0
F,South East,Gold,14.0,B,London,14,35,3,0
F,North,Silver,35.0,D,N West,10,30,1,1
F,Midlands,Silver,35.0,D,Midlands,10,62,9,0
F,South East,Gold,27.0,D,London,10,53,2,0
M,South East,Tin,53.0,F,S & S East,9,47,9,0
F,South West,Tin,30.0,D,S West,13,66,8,0
F,South East,Tin,31.0,D,London,9,51,9,0
F,North,Platinum,37.0,E,Yorkshire,9,47,3,0
F,Midlands,Gold,51.0,F,Wales & West,8,33,2,0
M,Midlands,Tin,17.0,C,East,8,45,5,0
F,South East,Tin,38.0,E,S & S East,15,37,5,1
F,Midlands,Silver,53.0,F,Wales & West,5,70,5,0
M,North,Silver,41.0,E,N West,7,59,4,0
F,Scottish,Silver,47.0,F,C Scotland,7,56,13,0
F,Midlands,Silver,15.0,B,Midlands,9,66,11,0
F,South East,Gold,10.0,B,London,8,53,2,0
F,South East,Tin,44.0,E,London,5,35,8,0
F,North,Tin,35.0,D,N West,4,42,4,1
F,North,Gold,13.0,B,Yorkshire,11,37,3,1
F,South East,Silver,1.0,A,London,5,41,1,0
F,Midlands,Silver,35.0,D,Wales & West,6,47,8,0
F,South East,Gold,1.0,A,London,6,66,5,1
F,Midlands,Tin,19.0,C,Midlands,12,45,4,0
F,South East,Gold,52.0,F,London,15,53,6,1
F,North,Tin,35.0,D,N East,8,59,8,0
F,South East,Tin,34.0,D,London,5,50,9,0
F,North,Tin,10.0,B,Yorkshire,10,53,8,0
M,South East,Gold,8.0,B,London,7,60,8,0
M,South East,Gold,26.0,C,London,4,62,14,0
F,South East,Gold,21.0,C,London,8,26,7,1
F,South East,Gold,4.0,A,London,4,21,2,0
F,South East,Tin,4.0,A,London,15,34,5,1
F,South East,Gold,6.0,B,S & S East,6,75,2,0
F,South East,Tin,10.0,B,London,4,57,8,0
F,Scottish,Gold,20.0,C,C Scotland,5,45,3,0
F,South East,Silver,42.0,E,London,7,53,12,0
F,North,Tin,34.0,D,N West,7,48,8,0
M,Scottish,Gold,27.193651677572046,D,C Scotland,8,53,2,0
F,Scottish,Gold,27.0,D,Border,9,71,5,0
F,Midlands,Silver,17.0,C,Wales & West,4,44,6,0
F,South East,Silver,3.0,A,London,8,37,3,1
M,South East,Gold,8.0,B,London,9,62,4,1
F,North,Gold,4.0,A,N West,15,67,8,1
F,South East,Tin,41.0,E,London,5,79,5,0
F,South East,Tin,28.0,D,London,7,59,5,0
M,South East,Gold,36.0,E,S & S East,5,73,8,0
M,North,Silver,4.0,A,N West,10,70,9,0
F,South West,Gold,38.0,E,S West,10,60,8,0
F,North,Silver,32.0,D,N West,8,37,4,0
M,Midlands,Silver,23.0,C,Wales & West,4,40,8,0
M,South East,Silver,6.0,B,S & S East,4,53,8,0
F,Midlands,Silver,25.0,C,Midlands,6,44,9,1
F,North,Tin,37.0,E,N West,11,52,5,0
M,Midlands,Silver,14.0,B,Midlands,9,56,5,1
F,Midlands,Gold,24.0,C,Midlands,12,52,4,0
F,South East,Gold,8.0,B,London,11,58,2,1
M,Midlands,Tin,2.0,A,Midlands,8,48,4,0
F,North,Gold,14.0,B,Yorkshire,10,71,8,0
F,South East,Silver,14.0,B,London,4,53,8,0
F,North,Silver,32.0,D,Yorkshire,7,53,8,0
M,Midlands,Tin,49.0,F,Midlands,4,31,5,0
F,South East,Silver,53.0,F,S & S East,12,40,1,0
F,North,Tin,35.0,D,N West,9,38,4,1
F,Midlands,Silver,52.0,F,Wales & West,13,37,2,1
F,North,Tin,35.0,D,Yorkshire,12,49,5,1
F,South East,Platinum,21.0,C,London,7,49,6,0
M,North,Gold,14.0,B,N West,8,40,1,0
M,Midlands,Gold,14.0,B,Midlands,10,71,14,0
F,South East,Tin,49.0,F,London,15,32,8,1
F,South East,Silver,38.0,E,London,13,37,11,0
F,Midlands,Tin,50.0,F,East,7,29,4,0
M,South East,Gold,4.0,A,London,7,64,1,0
M,South East,Silver,52.0,F,London,4,73,14,0
M,Midlands,Gold,51.0,F,Wales & West,9,70,7,0
F,Midlands,Silver,47.0,F,Wales & West,5,72,14,0
F,North,Tin,51.0,F,N West,6,54,7,0
F,Midlands,Silver,49.0,F,East,8,69,7,0
F,South West,Silver,6.0,B,S West,10,74,8,0
F,Midlands,Silver,25.0,C,East,7,56,8,0
M,Midlands,Silver,37.0,E,Midlands,9,53,1,0
M,North,Silver,32.0,D,Yorkshire,7,60,5,0
M,Scottish,Tin,27.0,D,C Scotland,8,41,5,0
M,South East,Silver,27.0,D,London,6,67,14,0
M,South East,Gold,52.0,F,London,4,61,2,0
F,North,Silver,8.0,B,N West,10,64,5,0
F,North,Tin,28.0,D,N West,10,50,5,0
M,South East,Tin,4.0,A,London,7,63,8,0
F,South East,Tin,35.0,D,London,12,38,7,1
F,South East,Tin,25.0,C,London,15,44,5,1
F,South West,Platinum,8.0,B,S West,13,53,7,0
F,Midlands,Silver,12.0,B,Midlands,9,73,9,0
F,North,Gold,19.0,C,N West,15,22,1,1
M,Scottish,Silver,38.0,E,Border,5,63,9,0
M,North,Tin,12.0,B,Yorkshire,11,51,9,0
F,South East,Tin,53.0,F,London,8,36,5,0
M,South East,Silver,55.0,U,S & S East,8,53,1,0
F,South East,Tin,27.0,D,London,8,53,7,0
F,Midlands,Silver,14.0,B,Midlands,6,51,14,0
F,North,Silver,35.0,D,N East,14,68,8,1
F,South East,Gold,41.0,E,London,13,53,7,0
F,Midlands,Gold,52.0,F,East,8,73,8,0
M,North,Tin,23.0,C,Yorkshire,11,33,8,0
M,South East,Tin,26.0,C,London,15,28,4,1
M,Midlands,Tin,5.0,B,Wales & West,10,59,5,0
F,South East,Tin,12.0,B,London,7,34,6,1
M,Midlands,Gold,13.0,B,Midlands,4,74,7,0
F,South East,Silver,8.0,B,S & S East,7,55,5,0
M,South East,Silver,23.0,C,S & S East,7,57,11,0
F,South East,Gold,51.0,F,London,11,63,7,0
F,South East,Tin,50.0,F,London,9,46,6,0
F,Midlands,Silver,27.193651677572046,F,Ulster,9,42,5,1
F,North,Tin,22.0,C,N West,8,48,5,1
F,Midlands,Tin,47.0,F,Midlands,4,53,8,0
M,Scottish,Silver,38.0,E,C Scotland,14,43,7,0
M,North,Silver,4.0,A,Yorkshire,8,69,1,0
M,North,Silver,16.0,C,N West,7,53,5,0
F,Midlands,Silver,27.0,D,East,6,64,6,0
F,South East,Platinum,3.0,A,S & S East,12,63,4,0
F,South East,Platinum,21.0,C,London,12,43,11,1
M,South East,Gold,22.0,C,London,11,49,6,0
M,South East,Gold,8.0,B,London,10,54,5,0
M,North,Tin,10.0,B,N West,9,45,4,0
M,Scottish,Silver,9.0,B,C Scotland,12,29,8,1
F,Midlands,Silver,53.0,F,Wales & West,14,36,5,1
F,Midlands,Silver,19.0,C,Wales & West,11,73,14,1
M,South East,Tin,27.193651677572046,C,S & S East,10,36,5,0
F,South East,Gold,24.0,C,London,6,47,3,0
F,North,Platinum,49.0,F,Yorkshire,5,64,3,0
M,North,Silver,53.0,F,N West,6,38,6,0
F,Midlands,Tin,49.0,F,Midlands,12,38,5,0
F,South East,Silver,44.0,E,London,4,60,5,0
F,South East,Gold,4.0,A,London,7,64,5,0
F,South East,Tin,52.0,F,London,15,58,7,0
F,North,Platinum,51.0,F,N West,9,75,8,0
M,Midlands,Gold,27.193651677572046,F,Ulster,5,65,4,0
F,Midlands,Tin,33.0,D,East,11,50,8,0
F,South East,Silver,35.0,D,London,5,50,4,0
F,Midlands,Gold,33.0,D,Wales & West,5,51,1,0
F,South East,Gold,8.0,B,London,8,59,14,0
F,North,Tin,17.0,C,N East,14,53,4,1
F,Scottish,Gold,47.0,F,C Scotland,7,58,2,0
F,Midlands,Silver,15.0,B,Midlands,6,62,5,0
F,South East,Gold,33.0,D,S & S East,15,28,6,1
F,Scottish,Silver,3.0,A,C Scotland,10,53,6,0
F,Midlands,Silver,33.0,D,Midlands,10,47,5,0
F,South East,Platinum,16.0,C,London,5,63,8,0
F,Midlands,Silver,19.0,C,Wales & West,10,52,9,0
M,Midlands,Silver,27.0,D,Midlands,7,43,10,1
M,South East,Tin,41.0,E,London,11,53,8,0
M,Midlands,Silver,34.0,D,Midlands,8,39,4,1
M,South East,Silver,51.0,F,London,10,48,9,1
F,South East,Gold,40.0,E,London,10,72,4,0
M,South East,Tin,51.0,F,London,8,53,4,1
F,South East,Gold,3.0,A,London,11,58,14,1
F,South East,Gold,27.0,D,London,10,61,8,1
F,South East,Gold,23.0,C,S & S East,11,55,2,0
F,South East,Silver,18.0,C,S & S East,9,70,1,0
F,Scottish,Silver,18.0,C,N Scot,12,57,9,0
F,South East,Gold,27.0,D,S & S East,5,59,7,0
F,South East,Tin,20.0,C,London,5,50,9,0
F,Midlands,Silver,23.0,C,East,15,54,3,1
F,South East,Tin,30.0,D,S & S East,7,25,4,1
F,South East,Tin,10.0,B,London,4,43,7,0
M,Midlands,Tin,53.0,F,Midlands,4,32,8,0
M,South East,Tin,25.0,C,London,11,33,5,0
F,North,Silver,23.0,C,Yorkshire,5,38,5,0
F,Midlands,Tin,52.0,F,East,6,39,8,1
F,South East,Silver,13.0,B,London,5,66,4,0
F,Scottish,Tin,52.0,F,N Scot,10,29,4,0
M,North,Tin,22.0,C,Yorkshire,7,25,4,0
F,North,Platinum,1.0,A,Yorkshire,7,53,9,0
M,South East,Gold,8.0,B,S & S East,8,63,2,0
F,South East,Tin,9.0,B,London,7,48,8,0
F,Midlands,Gold,18.0,C,Midlands,8,57,8,1
F,North,Tin,17.0,C,N West,14,53,8,1
F,South East,Tin,34.0,D,London,4,43,5,0
F,South East,Tin,26.0,C,London,7,50,8,0
F,South East,Gold,27.0,D,London,6,64,14,0
F,North,Silver,34.0,D,N West,9,59,4,0
F,North,Tin,34.0,D,N West,9,53,4,0
F,Midlands,Tin,43.0,E,Wales & West,7,68,5,0
M,South East,Gold,1.0,A,London,7,51,8,0
F,North,Gold,53.0,F,N West,5,62,5,0
F,Midlands,Tin,38.0,E,East,5,37,6,0
F,Midlands,Tin,32.0,D,East,6,41,8,0
F,North,Tin,25.0,C,N West,10,43,8,1
F,North,Gold,25.0,C,N West,8,52,7,0
M,North,Gold,23.0,C,Yorkshire,11,60,14,0
M,Midlands,Tin,33.0,D,East,5,41,5,0
M,Midlands,Silver,24.0,C,Wales & West,5,69,7,0
M,Midlands,Gold,10.0,B,East,9,78,2,0
F,South East,Silver,7.0,B,S & S East,7,75,6,1
M,South East,Silver,21.0,C,London,6,63,8,0
F,Midlands,Tin,37.0,E,East,10,68,14,1
M,South East,Gold,17.0,C,London,11,69,14,0
F,North,Gold,53.0,F,Yorkshire,8,45,1,0
F,South East,Tin,48.0,F,London,8,37,5,1
F,Midlands,Tin,19.0,C,Wales & West,11,69,9,0
M,Midlands,Silver,23.0,C,Wales & West,8,71,8,0
F,South East,Tin,34.0,D,S & S East,12,53,9,1
F,South East,Silver,43.0,E,S & S East,8,68,9,0
F,North,Silver,28.0,D,Yorkshire,5,71,14,0
F,Midlands,Silver,30.0,D,Midlands,7,58,8,0
F,North,Gold,8.0,B,N West,8,77,8,1
M,South East,Tin,28.0,D,London,8,43,5,0
M,South East,Tin,24.0,C,London,6,39,8,0
F,South East,Silver,36.0,E,London,4,37,8,0
F,Midlands,Tin,14.0,B,Midlands,9,62,8,0
F,Midlands,Gold,33.0,D,Midlands,8,73,3,0
M,North,Tin,35.0,D,N West,9,53,8,0
F,South East,Gold,16.0,C,S & S East,8,71,6,0
F,South East,Gold,41.0,E,London,4,63,13,0
M,Midlands,Tin,52.0,F,East,8,51,6,0
F,Scottish,Silver,53.0,F,C Scotland,9,52,1,0
F,Midlands,Gold,49.0,F,East,8,76,1,0
F,Scottish,Tin,32.0,D,C Scotland,12,42,4,1
