Gender,Geographic Region,Loyalty Status,Neighborhood Cluster-7 Level,Affluence Grade,Age,Loyalty Card Tenure,ORGANICS
F,South East,Gold,C,8.0,53.0,2.0,0.0
M,North,Tin,F,13.0,44.0,4.0,1.0
F,South East,Silver,A,15.0,41.0,9.0,1.0
F,Scottish,Silver,B,6.0,52.0,4.0,0.0
F,North,Tin,F,12.0,46.0,5.0,0.0
F,South East,Gold,C,7.0,48.0,6.549493629532832,1.0
M,South East,Silver,F,16.0,31.0,5.0,0.0
F,Midlands,Gold,F,12.0,41.0,12.0,0.0
F,Scottish,Tin,B,7.0,47.0,7.0,0.0
M,Midlands,Silver,E,6.0,49.0,1.0,0.0
F,South East,Tin,B,10.0,71.0,7.0,1.0
M,South East,Silver,C,3.0,48.0,5.0,0.0
M,Midlands,Tin,B,9.0,63.0,5.0,0.0
F,North,Silver,F,11.0,50.0,9.0,0.0
F,South East,Silver,C,9.0,38.0,5.0,0.0
F,North,Platinum,C,7.0,70.0,4.0,1.0
F,Midlands,Tin,F,10.0,39.0,4.0,1.0
F,Midlands,Silver,D,8.0,37.0,9.0,1.0
M,South East,Tin,E,4.0,49.0,9.0,0.0
M,Scottish,Gold,F,7.0,47.0,1.0,0.0
F,Midlands,Silver,D,10.0,71.0,8.0,0.0
M,North,Silver,C,5.0,24.0,1.0,0.0
F,North,Silver,B,5.0,72.0,1.0,1.0
M,Midlands,Gold,A,4.0,72.0,11.0,0.0
F,Midlands,Tin,D,12.0,64.0,7.0,0.0
M,South East,Gold,B,5.0,63.0,5.0,0.0
M,South East,Tin,B,10.0,63.0,8.0,0.0
F,North,Silver,F,9.0,46.0,8.0,0.0
F,Midlands,Silver,E,18.0,62.0,4.0,1.0
M,Midlands,Tin,D,7.0,47.0,9.0,0.0
F,Midlands,Gold,D,5.0,44.0,5.0,1.0
F,Midlands,Silver,C,11.0,43.0,4.0,0.0
M,South East,Gold,B,10.0,58.0,4.0,1.0
F,South East,Tin,B,6.0,40.0,4.0,0.0
F,Midlands,Silver,D,9.0,28.0,4.0,1.0
F,North,Silver,E,9.0,56.0,10.0,0.0
F,South East,Gold,C,8.0,35.0,5.0,1.0
M,North,Gold,F,7.0,56.0,6.549493629532832,0.0
F,South East,Tin,C,9.0,50.0,5.0,0.0
F,South West,Gold,C,6.0,74.0,12.0,1.0
F,North,Silver,F,11.0,37.0,1.0,1.0
F,Midlands,Silver,F,10.0,58.0,7.0,0.0
M,North,Tin,C,6.0,56.0,7.0,0.0
F,South East,Tin,E,8.881476641620386,37.0,10.0,1.0
M,North,Gold,A,5.0,69.0,5.0,0.0
M,South East,Gold,B,9.0,78.0,16.0,0.0
M,South East,Gold,E,8.0,63.0,3.0,1.0
F,Midlands,Silver,C,9.0,50.0,9.0,0.0
M,Scottish,Tin,F,6.0,39.0,4.0,1.0
M,South East,Gold,E,4.0,55.0,12.0,0.0
F,South East,Platinum,B,8.0,43.0,3.0,0.0
F,South East,Silver,C,5.0,29.0,4.0,0.0
F,North,Tin,E,4.0,40.0,5.0,0.0
F,Midlands,Gold,C,19.0,52.0,6.0,1.0
M,South East,Platinum,E,11.0,69.0,8.0,0.0
F,Midlands,Gold,C,15.0,58.0,3.0,1.0
M,North,Silver,A,11.0,59.0,1.0,0.0
M,South East,Gold,C,5.0,71.0,4.0,0.0
F,Midlands,Tin,B,8.0,38.0,8.0,1.0
M,Midlands,Tin,D,8.0,56.0,8.0,0.0
M,Scottish,Silver,B,7.0,54.0,4.0,0.0
F,South East,Tin,B,8.881476641620386,41.0,9.0,1.0
F,North,Silver,A,8.0,49.0,5.0,0.0
M,South East,Silver,A,7.0,64.0,11.0,0.0
F,North,Silver,F,7.0,42.0,1.0,1.0
F,Midlands,Tin,E,11.0,38.0,9.0,1.0
M,North,Gold,B,7.0,53.0,2.0,0.0
M,Midlands,Tin,C,8.0,37.0,10.0,1.0
M,South East,Silver,A,12.0,46.0,5.0,0.0
F,Midlands,Tin,E,15.0,69.0,8.0,0.0
M,South East,Tin,D,5.0,43.0,8.0,0.0
M,North,Silver,F,5.0,69.0,4.0,0.0
F,Midlands,Silver,D,8.0,48.0,8.0,0.0
F,Midlands,Tin,C,7.0,44.0,5.0,1.0
F,South West,Silver,B,9.0,69.0,8.0,0.0
M,South East,Silver,E,9.0,58.0,5.0,1.0
F,Scottish,Tin,D,11.0,50.0,5.0,0.0
F,South East,Gold,B,6.0,65.0,8.0,0.0
M,South West,Tin,F,19.0,37.0,5.0,1.0
M,South East,Silver,C,5.0,48.0,9.0,0.0
F,South East,Gold,A,4.0,66.0,8.0,0.0
F,North,Tin,C,9.0,39.0,8.0,1.0
M,Midlands,Tin,C,10.0,43.0,5.0,0.0
F,South East,Gold,A,6.0,69.0,2.0,0.0
M,Midlands,Silver,E,8.0,79.0,6.0,0.0
F,Scottish,Gold,F,16.0,74.0,5.0,0.0
F,Midlands,Tin,F,8.881476641620386,35.0,5.0,1.0
M,South East,Gold,C,11.0,75.0,7.0,0.0
M,South West,Silver,E,8.0,63.0,5.0,0.0
F,North,Tin,B,7.0,64.0,7.0,0.0
F,South East,Silver,B,6.0,55.0,8.0,0.0
M,South East,Tin,F,5.0,56.0,4.0,0.0
F,North,Silver,D,7.0,44.0,9.0,0.0
M,Midlands,Tin,D,19.0,47.0,8.0,1.0
F,South West,Gold,C,9.0,62.0,6.549493629532832,0.0
F,South East,Silver,F,5.0,38.0,18.0,1.0
F,South East,Silver,F,9.0,47.0,8.0,1.0
M,Midlands,Gold,C,7.0,59.0,2.0,0.0
F,South East,Tin,C,10.0,44.0,5.0,0.0
F,North,Silver,D,9.0,77.0,2.0,0.0
M,North,Gold,C,10.0,77.0,6.549493629532832,1.0
F,Midlands,Tin,D,11.0,60.0,8.0,0.0
M,North,Gold,F,6.0,50.0,4.0,0.0
F,South East,Silver,F,7.0,66.0,9.0,0.0
F,Midlands,Gold,F,11.0,55.0,15.0,1.0
F,South East,Gold,F,10.0,43.0,5.0,0.0
F,Midlands,Tin,C,11.0,54.0,4.0,1.0
F,Scottish,Tin,F,5.0,35.0,8.0,0.0
F,North,Silver,D,7.0,62.0,14.0,0.0
M,Midlands,Gold,B,4.0,71.0,8.0,0.0
F,South East,Gold,E,8.0,77.0,18.0,0.0
F,South East,Platinum,D,15.0,72.0,3.0,0.0
F,Midlands,Silver,E,12.0,78.0,6.0,1.0
M,South East,Silver,F,10.0,49.0,5.0,0.0
M,South East,Gold,B,3.0,66.0,3.0,0.0
M,South East,Silver,B,4.0,71.0,6.549493629532832,0.0
F,Midlands,Silver,D,11.0,65.0,5.0,0.0
F,North,Tin,F,8.0,37.0,4.0,0.0
F,South East,Gold,D,12.0,59.0,9.0,1.0
M,South East,Silver,C,11.0,48.0,1.0,1.0
M,Scottish,Silver,A,8.0,69.0,4.0,1.0
F,South East,Silver,D,10.0,50.0,6.0,0.0
M,North,Gold,B,11.0,55.0,2.0,0.0
F,Midlands,Gold,C,9.0,79.0,12.0,0.0
F,Midlands,Gold,C,9.0,51.0,1.0,1.0
F,Midlands,Tin,E,7.0,49.0,8.0,0.0
F,Midlands,Silver,C,10.0,32.0,4.0,1.0
F,Midlands,Gold,B,8.0,58.0,4.0,0.0
F,South West,Silver,D,9.0,70.0,9.0,0.0
M,South East,Gold,E,9.0,47.0,7.0,1.0
F,South East,Platinum,A,4.0,67.0,3.0,0.0
M,Scottish,Gold,E,9.0,56.0,1.0,0.0
M,South East,Silver,A,5.0,68.0,8.0,0.0
M,Midlands,Gold,C,11.0,73.0,6.549493629532832,1.0
F,Scottish,Tin,C,11.0,29.0,5.0,1.0
F,South East,Silver,C,11.0,35.0,1.0,0.0
F,South East,Gold,A,6.0,49.0,6.0,1.0
M,South East,Platinum,B,10.0,67.0,3.0,0.0
F,North,Tin,C,8.0,60.0,11.0,0.0
F,South East,Tin,C,9.0,50.0,5.0,0.0
M,Midlands,Tin,D,15.0,36.0,5.0,1.0
M,Midlands,Tin,B,6.0,49.0,7.0,0.0
F,South East,Platinum,F,6.0,60.0,3.0,0.0
M,South East,Gold,B,8.0,65.0,6.549493629532832,1.0
F,South East,Silver,B,10.0,52.0,1.0,0.0
M,South East,Gold,C,9.0,66.0,8.0,0.0
M,South East,Tin,F,11.0,47.0,8.0,0.0
M,South East,Tin,D,7.0,49.0,5.0,0.0
F,South East,Tin,E,7.0,47.0,9.0,0.0
F,South East,Tin,C,5.0,52.0,4.0,0.0
F,South East,Tin,F,13.0,36.0,5.0,1.0
F,South East,Tin,F,2.0,65.0,4.0,0.0
F,Midlands,Silver,F,14.0,66.0,5.0,0.0
M,South East,Silver,B,5.0,35.0,9.0,0.0
F,Midlands,Silver,C,9.0,31.0,8.0,0.0
F,South East,Silver,B,11.0,64.0,11.0,1.0
M,Midlands,Tin,D,10.0,43.0,5.0,0.0
F,South East,Silver,D,12.0,47.0,2.0,0.0
F,Midlands,Tin,C,6.0,48.0,5.0,0.0
F,Midlands,Gold,C,6.0,58.0,2.0,0.0
F,South East,Tin,D,16.0,34.0,5.0,1.0
F,North,Platinum,C,7.0,65.0,9.0,0.0
F,South East,Silver,B,10.0,43.0,2.0,0.0
M,Midlands,Tin,D,12.0,43.0,4.0,1.0
F,South East,Silver,A,9.0,53.0,4.0,0.0
M,North,Silver,B,8.0,58.0,5.0,0.0
F,Midlands,Silver,E,9.0,70.0,6.549493629532832,0.0
M,South East,Silver,E,8.0,47.0,8.0,0.0
F,North,Silver,C,10.0,58.0,1.0,0.0
F,Midlands,Silver,F,11.0,70.0,10.0,0.0
F,Midlands,Tin,D,12.0,29.0,5.0,1.0
F,Scottish,Silver,F,8.0,45.0,2.0,0.0
M,South East,Tin,B,9.0,45.0,5.0,0.0
M,South East,Tin,A,13.0,33.0,7.0,0.0
F,Midlands,Gold,D,13.0,72.0,7.0,0.0
F,South East,Tin,A,5.0,69.0,9.0,0.0
M,South East,Tin,B,9.0,46.0,14.0,0.0
M,Midlands,Tin,D,9.0,59.0,11.0,0.0
M,North,Gold,C,4.0,56.0,9.0,0.0
F,Scottish,Silver,F,8.0,61.0,12.0,0.0
F,Midlands,Tin,C,10.0,65.0,7.0,0.0
M,South East,Silver,E,12.0,59.0,9.0,0.0
F,South East,Silver,B,10.0,51.0,8.0,1.0
F,South East,Silver,F,10.0,27.0,5.0,1.0
M,South East,Tin,B,10.0,48.0,7.0,0.0
F,South East,Tin,C,11.0,29.0,4.0,1.0
F,South East,Tin,A,6.0,31.0,9.0,1.0
F,Midlands,Silver,F,9.0,38.0,1.0,1.0
M,North,Silver,B,5.0,61.0,4.0,0.0
F,North,Tin,C,11.0,48.0,5.0,1.0
F,South East,Silver,D,8.0,46.0,9.0,0.0
F,South East,Silver,D,8.0,39.0,10.0,1.0
F,Scottish,Tin,F,13.0,53.0,6.0,0.0
F,South East,Gold,B,8.0,65.0,3.0,0.0
F,North,Tin,F,7.0,34.0,5.0,0.0
F,Midlands,Gold,C,8.0,58.0,6.0,1.0
F,Midlands,Silver,F,7.0,45.0,7.0,0.0
F,North,Silver,E,9.0,47.0,1.0,0.0
F,North,Tin,E,9.0,42.0,8.0,1.0
F,South East,Silver,D,9.0,60.0,6.549493629532832,0.0
M,South East,Gold,D,9.0,31.0,6.0,0.0
F,Midlands,Gold,C,9.0,71.0,5.0,0.0
F,South West,Silver,D,7.0,50.0,9.0,0.0
F,North,Silver,F,14.0,71.0,7.0,0.0
M,Scottish,Gold,C,9.0,71.0,5.0,1.0
M,North,Silver,D,10.0,45.0,1.0,0.0
F,Midlands,Tin,F,13.0,36.0,4.0,1.0
M,Midlands,Gold,E,6.0,79.0,5.0,0.0
F,Midlands,Gold,C,11.0,72.0,7.0,1.0
F,North,Silver,D,8.881476641620386,44.0,6.0,1.0
F,Midlands,Gold,E,5.0,75.0,8.0,1.0
F,Midlands,Silver,D,11.0,38.0,9.0,1.0
M,Midlands,Tin,D,5.0,39.0,7.0,1.0
M,South East,Silver,C,6.0,64.0,7.0,0.0
F,South East,Silver,B,12.0,61.0,8.0,0.0
F,South East,Silver,C,8.0,46.0,5.0,0.0
M,South West,Gold,F,12.0,70.0,3.0,0.0
M,North,Gold,C,12.0,65.0,5.0,0.0
F,Midlands,Silver,U,14.0,35.0,5.0,1.0
F,North,Gold,B,6.0,68.0,8.0,1.0
F,North,Gold,F,9.0,64.0,6.0,1.0
F,South East,Tin,B,12.0,47.0,4.0,1.0
M,Scottish,Gold,B,10.0,72.0,8.0,0.0
M,North,Silver,D,10.0,53.0,4.0,0.0
F,South East,Tin,B,9.0,57.0,5.0,0.0
M,North,Tin,D,8.0,46.0,5.0,0.0
M,South East,Silver,C,7.0,79.0,7.0,0.0
F,South East,Silver,B,14.0,51.0,8.0,0.0
M,Midlands,Gold,E,10.0,48.0,1.0,0.0
F,Midlands,Tin,F,10.0,47.0,5.0,1.0
M,North,Gold,F,9.0,66.0,2.0,0.0
F,South East,Silver,E,10.0,26.0,5.0,1.0
F,South East,Silver,C,9.0,48.0,2.0,0.0
F,South East,Gold,E,6.0,31.0,1.0,1.0
F,Midlands,Tin,B,9.0,45.0,8.0,0.0
F,South East,Gold,B,6.0,71.0,5.0,0.0
F,Scottish,Tin,C,7.0,52.0,8.0,0.0
M,South East,Tin,E,8.0,51.0,5.0,0.0
M,South East,Gold,B,4.0,68.0,5.0,0.0
F,North,Silver,C,4.0,48.0,1.0,0.0
F,Scottish,Silver,D,7.0,67.0,11.0,1.0
M,South East,Silver,B,9.0,70.0,5.0,0.0
F,North,Silver,B,16.0,65.0,5.0,1.0
M,Scottish,Tin,F,12.0,48.0,5.0,0.0
F,South East,Tin,C,10.0,46.0,7.0,0.0
F,South East,Tin,F,6.0,52.0,4.0,0.0
M,Scottish,Tin,B,10.0,49.0,4.0,0.0
F,North,Tin,B,9.0,76.0,9.0,1.0
F,South East,Gold,E,9.0,52.0,4.0,0.0
M,South East,Tin,D,9.0,55.0,8.0,0.0
F,South East,Tin,F,18.0,35.0,5.0,1.0
M,South East,Gold,A,6.0,61.0,8.0,0.0
F,South East,Tin,C,6.0,41.0,7.0,1.0
F,Midlands,Gold,F,5.0,42.0,5.0,1.0
M,Scottish,Silver,E,9.0,54.0,7.0,0.0
M,North,Tin,C,10.0,38.0,8.0,0.0
M,South East,Gold,B,12.0,73.0,8.0,1.0
M,North,Tin,C,10.0,51.0,4.0,1.0
F,Scottish,Platinum,F,5.0,51.0,12.0,0.0
F,South East,Gold,C,9.0,58.0,3.0,0.0
F,Midlands,Gold,B,8.0,51.0,6.0,0.0
M,South East,Gold,D,6.0,58.0,2.0,0.0
M,South East,Silver,B,13.0,30.0,9.0,1.0
M,North,Gold,A,3.0,68.0,5.0,0.0
M,North,Gold,D,10.0,60.0,9.0,0.0
F,Midlands,Silver,F,12.0,41.0,3.0,1.0
F,Midlands,Gold,B,10.0,78.0,4.0,1.0
M,North,Tin,F,8.0,48.0,5.0,0.0
M,South East,Gold,D,7.0,76.0,14.0,0.0
F,South East,Silver,C,18.0,51.0,6.0,1.0
M,Scottish,Gold,C,10.0,58.0,5.0,0.0
F,Scottish,Tin,F,10.0,49.0,6.0,0.0
F,South East,Silver,A,11.0,58.0,10.0,0.0
F,North,Silver,F,11.0,61.0,4.0,0.0
M,South East,Gold,A,7.0,64.0,12.0,0.0
F,North,Silver,B,8.0,66.0,7.0,0.0
F,North,Tin,B,8.0,40.0,7.0,1.0
M,South East,Silver,D,1.0,40.0,8.0,0.0
F,South East,Gold,E,13.0,38.0,1.0,0.0
M,South East,Gold,D,8.0,63.0,2.0,0.0
M,Midlands,Tin,F,10.0,31.0,5.0,1.0
F,Midlands,Silver,F,9.0,55.0,5.0,0.0
M,South East,Gold,D,3.0,55.0,7.0,0.0
F,South East,Silver,C,4.0,45.0,9.0,0.0
F,Midlands,Gold,C,8.0,64.0,4.0,0.0
F,South East,Silver,D,6.0,49.0,5.0,0.0
M,Scottish,Tin,F,10.0,31.0,4.0,1.0
F,South East,Gold,B,14.0,73.0,4.0,0.0
M,South East,Gold,A,9.0,35.0,1.0,1.0
F,South East,Silver,E,11.0,43.0,1.0,1.0
F,North,Silver,E,7.0,51.0,4.0,0.0
M,South East,Silver,B,10.0,61.0,4.0,0.0
F,South East,Silver,B,8.0,67.0,6.0,0.0
M,South East,Silver,F,10.0,63.0,5.0,0.0
F,Midlands,Silver,B,5.0,49.0,8.0,0.0
F,South East,Gold,B,12.0,79.0,2.0,1.0
M,South East,Silver,C,5.0,56.0,5.0,0.0
M,North,Silver,E,9.0,44.0,4.0,0.0
F,South East,Silver,B,10.0,38.0,5.0,1.0
F,North,Silver,B,8.881476641620386,58.0,9.0,1.0
F,North,Tin,E,5.0,44.0,8.0,0.0
F,Midlands,Silver,F,3.0,46.0,2.0,1.0
F,South West,Silver,B,8.0,56.0,8.0,0.0
F,North,Silver,D,11.0,22.0,6.0,1.0
F,Midlands,Silver,E,6.0,46.0,1.0,0.0
M,Midlands,Silver,B,5.0,68.0,1.0,0.0
M,South East,Silver,B,10.0,51.0,6.0,0.0
M,South East,Gold,D,7.0,36.0,8.0,0.0
F,Midlands,Gold,F,8.0,62.0,1.0,0.0
F,Midlands,Gold,A,5.0,62.0,13.0,0.0
F,Scottish,Platinum,F,11.0,74.0,9.0,0.0
M,North,Silver,C,4.0,69.0,8.0,0.0
F,North,Gold,C,10.0,48.0,4.0,0.0
M,South East,Silver,B,7.0,69.0,9.0,1.0
F,South East,Gold,D,8.0,52.0,4.0,0.0
F,South East,Silver,B,8.0,57.0,1.0,0.0
F,Midlands,Gold,F,10.0,69.0,4.0,0.0
F,South East,Gold,B,5.0,47.0,9.0,0.0
F,Midlands,Gold,D,6.0,53.0,2.0,0.0
F,Midlands,Gold,D,15.0,66.0,8.0,0.0
F,Midlands,Silver,C,6.0,67.0,8.0,0.0
F,North,Gold,B,8.0,73.0,8.0,0.0
F,South East,Gold,A,6.0,53.0,2.0,0.0
F,North,Tin,D,7.0,57.0,7.0,0.0
F,Scottish,Gold,D,8.0,40.0,1.0,0.0
M,South East,Silver,A,7.0,74.0,11.0,0.0
M,South East,Platinum,D,11.0,73.0,3.0,0.0
M,North,Tin,F,6.0,50.0,4.0,0.0
F,South East,Tin,B,11.0,35.0,6.0,1.0
F,South East,Silver,C,14.0,52.0,7.0,1.0
M,South East,Tin,E,7.0,46.0,7.0,1.0
F,North,Silver,B,16.0,73.0,7.0,0.0
M,North,Tin,F,7.0,51.0,4.0,0.0
F,South East,Silver,F,6.0,62.0,5.0,0.0
F,South East,Gold,A,6.0,63.0,3.0,0.0
M,South East,Silver,C,5.0,47.0,13.0,0.0
F,South East,Silver,A,7.0,53.0,6.0,0.0
F,Midlands,Platinum,E,8.0,53.0,1.0,0.0
F,South East,Silver,B,15.0,38.0,4.0,1.0
M,Midlands,Silver,E,13.0,66.0,4.0,0.0
F,South East,Tin,B,7.0,43.0,5.0,0.0
F,Midlands,Tin,F,14.0,32.0,4.0,1.0
F,Midlands,Gold,F,15.0,67.0,7.0,0.0
F,Scottish,Silver,C,11.0,71.0,14.0,0.0
M,South East,Gold,C,9.0,56.0,5.0,0.0
F,Midlands,Tin,D,11.0,69.0,8.0,0.0
F,Midlands,Silver,F,7.0,43.0,4.0,0.0
F,South East,Tin,C,9.0,51.0,5.0,0.0
F,Scottish,Tin,D,10.0,63.0,5.0,1.0
F,South East,Tin,D,11.0,54.0,5.0,0.0
F,South East,Tin,B,7.0,46.0,5.0,0.0
M,Midlands,Platinum,C,12.0,68.0,4.0,0.0
F,South East,Silver,C,14.0,60.0,4.0,1.0
M,Midlands,Silver,C,5.0,63.0,12.0,0.0
F,Scottish,Tin,B,5.0,47.0,9.0,0.0
F,South East,Silver,E,10.0,45.0,11.0,0.0
F,North,Tin,F,9.0,41.0,5.0,0.0
F,South East,Gold,B,11.0,64.0,2.0,0.0
F,Midlands,Silver,F,8.0,70.0,10.0,0.0
F,North,Silver,B,10.0,50.0,4.0,0.0
M,Midlands,Silver,E,10.0,59.0,9.0,0.0
F,South East,Gold,F,9.0,42.0,5.0,1.0
F,Midlands,Gold,C,9.0,51.0,8.0,0.0
F,South East,Tin,E,5.0,38.0,8.0,0.0
M,South East,Silver,D,4.0,59.0,6.0,0.0
F,South East,Tin,C,8.0,38.0,5.0,1.0
M,South East,Tin,A,7.0,47.0,9.0,0.0
F,Midlands,Tin,F,7.0,45.0,5.0,0.0
F,Scottish,Gold,D,8.0,69.0,8.0,0.0
M,Midlands,Gold,D,6.0,48.0,4.0,0.0
F,South East,Gold,C,10.0,76.0,1.0,1.0
F,Midlands,Silver,F,11.0,79.0,9.0,0.0
F,South East,Tin,F,19.0,33.0,8.0,1.0
M,South East,Gold,C,6.0,58.0,6.0,0.0
M,Midlands,Gold,C,9.0,78.0,3.0,0.0
F,Midlands,Tin,C,7.0,67.0,7.0,0.0
F,South East,Gold,C,8.0,51.0,2.0,0.0
F,Midlands,Gold,E,5.0,67.0,2.0,0.0
F,North,Silver,D,9.0,51.0,3.0,0.0
F,North,Tin,E,14.0,63.0,8.0,0.0
F,Scottish,Tin,D,7.0,70.0,5.0,0.0
F,Midlands,Gold,D,8.0,62.0,2.0,0.0
F,Midlands,Gold,D,4.0,78.0,7.0,0.0
F,Midlands,Gold,B,9.0,70.0,4.0,0.0
F,Midlands,Tin,D,12.0,36.0,5.0,1.0
M,Scottish,Tin,F,3.0,42.0,8.0,0.0
M,Midlands,Tin,B,5.0,40.0,8.0,0.0
M,Midlands,Gold,A,9.0,50.0,6.0,0.0
M,South East,Tin,C,9.0,65.0,9.0,1.0
M,Scottish,Silver,B,7.0,43.0,1.0,0.0
F,Midlands,Silver,D,5.0,44.0,3.0,1.0
M,South East,Tin,E,7.0,45.0,8.0,0.0
M,North,Tin,D,2.0,35.0,8.0,1.0
F,North,Tin,D,8.0,30.0,5.0,1.0
M,South East,Silver,C,4.0,69.0,5.0,0.0
F,Midlands,Tin,B,15.0,45.0,4.0,0.0
F,Midlands,Silver,E,8.0,36.0,4.0,0.0
F,South East,Platinum,F,10.0,33.0,1.0,0.0
F,South East,Gold,B,10.0,45.0,1.0,0.0
M,North,Tin,F,9.0,44.0,4.0,1.0
F,South East,Tin,C,13.0,73.0,8.0,1.0
M,Midlands,Silver,E,5.0,50.0,10.0,0.0
F,South East,Gold,F,5.0,73.0,12.0,0.0
F,Midlands,Silver,D,4.0,60.0,5.0,0.0
M,South East,Tin,D,12.0,35.0,5.0,1.0
M,Midlands,Silver,B,11.0,50.0,10.0,0.0
F,South East,Tin,B,8.881476641620386,27.0,5.0,1.0
F,Midlands,Gold,C,9.0,73.0,8.0,0.0
F,North,Silver,F,11.0,33.0,9.0,1.0
M,North,Tin,F,7.0,46.0,10.0,0.0
F,Midlands,Gold,D,4.0,52.0,2.0,0.0
F,Midlands,Gold,C,3.0,66.0,8.0,0.0
F,South East,Silver,C,6.0,46.0,6.0,0.0
F,South East,Silver,D,14.0,33.0,8.0,1.0
F,South East,Silver,D,10.0,37.0,13.0,1.0
F,South East,Silver,C,6.0,70.0,8.0,0.0
M,South East,Silver,D,10.0,48.0,8.0,0.0
F,South East,Gold,B,12.0,69.0,4.0,1.0
M,South East,Gold,E,10.0,59.0,5.0,0.0
F,Midlands,Gold,D,9.0,60.0,2.0,1.0
M,South East,Tin,C,3.0,76.0,5.0,0.0
F,Scottish,Tin,F,10.0,74.0,5.0,1.0
F,Midlands,Silver,E,4.0,66.0,4.0,0.0
F,Midlands,Gold,A,7.0,63.0,4.0,0.0
F,North,Silver,D,7.0,43.0,1.0,0.0
F,Midlands,Tin,D,3.0,53.0,10.0,0.0
F,Midlands,Silver,F,10.0,29.0,2.0,1.0
F,North,Tin,C,10.0,58.0,5.0,0.0
M,Scottish,Silver,D,6.0,66.0,14.0,0.0
M,Midlands,Silver,F,8.0,55.0,8.0,1.0
M,North,Gold,F,11.0,63.0,9.0,0.0
M,South East,Platinum,B,4.0,79.0,0.0,0.0
F,South East,Gold,A,8.0,75.0,1.0,0.0
F,Midlands,Tin,F,7.0,39.0,4.0,1.0
F,South East,Silver,F,4.0,46.0,7.0,0.0
M,Midlands,Gold,D,7.0,56.0,5.0,0.0
F,Scottish,Gold,A,12.0,65.0,2.0,1.0
M,South East,Platinum,B,14.0,73.0,6.549493629532832,0.0
F,North,Tin,D,9.0,47.0,5.0,1.0
M,North,Tin,F,11.0,63.0,8.0,1.0
M,North,Tin,E,8.0,56.0,5.0,0.0
F,South East,Silver,B,7.0,52.0,10.0,0.0
F,North,Gold,B,5.0,62.0,8.0,0.0
F,Midlands,Silver,D,9.0,35.0,6.0,1.0
F,South East,Gold,D,16.0,49.0,9.0,1.0
F,North,Silver,B,10.0,53.0,5.0,0.0
M,Midlands,Silver,F,9.0,33.0,4.0,1.0
M,South East,Silver,D,4.0,40.0,1.0,0.0
F,North,Tin,F,8.0,45.0,8.0,0.0
F,South East,Tin,E,11.0,31.0,4.0,0.0
F,South East,Silver,F,12.0,39.0,8.0,1.0
M,Midlands,Tin,B,18.0,56.0,4.0,1.0
F,South East,Silver,A,8.0,47.0,7.0,0.0
F,South East,Tin,E,11.0,32.0,5.0,1.0
M,South East,Silver,D,12.0,60.0,3.0,0.0
F,Scottish,Tin,D,10.0,44.0,7.0,0.0
F,South East,Silver,D,5.0,40.0,5.0,0.0
F,Midlands,Platinum,B,11.0,70.0,9.0,1.0
F,North,Silver,C,4.0,50.0,9.0,0.0
F,Scottish,Silver,F,7.0,46.0,4.0,1.0
M,South East,Gold,B,11.0,33.0,3.0,0.0
F,Midlands,Silver,E,13.0,60.0,18.0,0.0
F,North,Tin,D,6.0,39.0,4.0,1.0
F,Midlands,Tin,D,10.0,51.0,8.0,0.0
F,North,Tin,C,10.0,59.0,5.0,0.0
M,South East,Tin,B,4.0,59.0,4.0,0.0
F,South East,Tin,C,8.0,46.0,7.0,0.0
M,Midlands,Gold,C,13.0,52.0,2.0,0.0
M,Scottish,Silver,F,10.0,20.0,2.0,1.0
M,South West,Silver,D,16.0,39.0,1.0,1.0
F,Midlands,Tin,D,10.0,38.0,4.0,1.0
F,Midlands,Silver,B,5.0,51.0,7.0,0.0
F,South East,Tin,F,13.0,32.0,4.0,1.0
F,South East,Tin,F,9.0,33.0,5.0,1.0
F,South East,Gold,A,7.0,39.0,9.0,1.0
F,South East,Gold,B,9.0,60.0,1.0,0.0
F,South East,Tin,B,16.0,34.0,9.0,1.0
F,South West,Platinum,B,8.0,75.0,14.0,0.0
F,South East,Gold,B,12.0,65.0,9.0,0.0
F,North,Tin,B,16.0,39.0,5.0,1.0
M,South East,Silver,E,10.0,52.0,5.0,0.0
F,Midlands,Gold,A,5.0,37.0,1.0,1.0
F,South East,Platinum,E,11.0,66.0,10.0,1.0
F,North,Gold,E,15.0,52.0,13.0,1.0
F,South East,Silver,D,5.0,23.0,4.0,1.0
M,North,Gold,B,6.0,73.0,8.0,0.0
M,South East,Tin,E,12.0,38.0,4.0,1.0
F,North,Gold,D,10.0,69.0,6.0,0.0
F,North,Gold,A,7.0,65.0,2.0,0.0
F,Midlands,Silver,B,4.0,55.0,7.0,0.0
M,Midlands,Silver,E,5.0,61.0,4.0,0.0
F,South East,Gold,C,12.0,49.0,10.0,0.0
M,South East,Gold,B,7.0,67.0,6.549493629532832,0.0
M,North,Tin,D,11.0,45.0,8.0,0.0
M,South East,Gold,B,9.0,75.0,6.549493629532832,0.0
F,North,Tin,C,8.0,58.0,8.0,0.0
F,Midlands,Tin,B,6.0,44.0,5.0,0.0
F,South East,Silver,F,7.0,51.0,11.0,1.0
F,North,Tin,F,7.0,38.0,4.0,1.0
F,South East,Gold,A,9.0,62.0,6.0,0.0
M,North,Platinum,A,11.0,60.0,6.549493629532832,0.0
M,Midlands,Silver,C,8.0,49.0,10.0,0.0
